galleryFee,artistFee,sale,timestamp,galleryPerc,artistPerc
0.075,0.425,0.5,1604175157,15.0,85.0
0.0625,0.4375,0.5,1614786983,12.5,87.5
0.625,4.375,5.0,1604280877,12.5,87.5
0.00825,0.04675,0.055,1606946090,15.0,85.0
0.00825,0.04675,0.055,1606946102,15.0,85.0
0.045,0.255,0.3,1604268954,15.0,85.0
0.1,0.7,0.8,1604318706,12.5,87.5
0.0495,0.2805,0.33,1604320936,15.0,85.0
0.054,0.306,0.36,1604321705,15.0,85.0
0.01,0.07,0.08,1615008128,12.5,87.5
0.495,2.805,3.3,1604349452,15.0,85.0
0.495,2.805,3.3,1604349452,15.0,85.0
0.0375,0.2125,0.25,1604780106,15.0,85.0
0.3,1.7,2.0,1604365736,15.0,85.0
0.375,2.125,2.5,1604393099,15.0,85.0
0.015,0.085,0.1,1604428228,15.0,85.0
0.0625,0.4375,0.5,1614817584,12.5,87.5
0.006,0.034,0.04,1604501503,15.0,85.0
0.0975,0.5525,0.65,1604700016,15.0,85.0
0.045,0.255,0.3,1604590111,15.0,85.0
0.0105,0.0595,0.07,1604518560,15.0,85.0
0.006,0.034,0.04,1604505072,15.0,85.0
0.015,0.085,0.1,1604520836,15.0,85.0
0.006,0.034,0.04,1604523849,15.0,85.0
0.006,0.034,0.04,1604525270,15.0,85.0
0.3,1.7,2.0,1604585400,15.0,85.0
0.15,0.85,1.0,1604639362,15.0,85.0
0.0375,0.2125,0.25,1604613894,15.0,85.0
0.045,0.255,0.3,1604618968,15.0,85.0
0.0975,0.5525,0.65,1604619302,15.0,85.0
0.525,2.975,3.5,1604805273,15.0,85.0
0.0975,0.5525,0.65,1604619442,15.0,85.0
0.0975,0.5525,0.65,1604619453,15.0,85.0
0.0975,0.5525,0.65,1604619453,15.0,85.0
0.0975,0.5525,0.65,1604619454,15.0,85.0
0.0975,0.5525,0.65,1604619485,15.0,85.0
0.075,0.425,0.5,1604619657,15.0,85.0
0.075,0.425,0.5,1604619659,15.0,85.0
0.075,0.425,0.5,1604619860,15.0,85.0
0.075,0.425,0.5,1604619910,15.0,85.0
0.0975,0.5525,0.65,1604620303,15.0,85.0
0.0975,0.5525,0.65,1604620908,15.0,85.0
1.1655,6.6045,7.77,1604808485,15.0,85.0
0.075,0.425,0.5,1604621191,15.0,85.0
0.0975,0.5525,0.65,1604621204,15.0,85.0
0.075,0.425,0.5,1604621605,15.0,85.0
0.03,0.17,0.2,1604937347,15.0,85.0
0.0975,0.5525,0.65,1604622312,15.0,85.0
0.3,1.7,2.0,1604645952,15.0,85.0
0.4125,2.3375,2.75,1605067825,15.0,85.0
0.0225,0.1275,0.15,1604690591,15.0,85.0
0.225,1.275,1.5,1604664981,15.0,85.0
0.0495,0.2805,0.33,1604686345,15.0,85.0
0.3,1.7,2.0,1604682104,15.0,85.0
0.195,1.105,1.3,1604687571,15.0,85.0
0.0375,0.2125,0.25,1604937347,15.0,85.0
0.03,0.17,0.2,1604900891,15.0,85.0
0.03,0.17,0.2,1604900891,15.0,85.0
0.225,1.275,1.5,1605662873,15.0,85.0
0.15,0.85,1.0,1605589090,15.0,85.0
0.0375,0.2125,0.25,1604786757,15.0,85.0
0.225,1.275,1.5,1605658139,15.0,85.0
0.0105,0.0595,0.07,1604779589,15.0,85.0
0.006,0.034,0.04,1604779906,15.0,85.0
0.012,0.068,0.08,1604779948,15.0,85.0
0.012,0.068,0.08,1604780057,15.0,85.0
0.3125,2.1875,2.5,1604782146,12.5,87.5
0.075,0.425,0.5,1604835092,15.0,85.0
0.12,0.68,0.8,1605990725,15.0,85.0
0.45,2.55,3.0,1604872847,15.0,85.0
1.5,8.5,10.0,1605053333,15.0,85.0
0.285,1.615,1.9,1604873019,15.0,85.0
0.033,0.187,0.22,1604890682,15.0,85.0
0.0975,0.5525,0.65,1605044460,15.0,85.0
0.0417,0.2363,0.278,1604890682,15.0,85.0
0.04125,0.23375,0.275,1604890186,15.0,85.0
0.037375,0.261625,0.299,1604898187,12.5,87.5
0.03,0.17,0.2,1604909948,15.0,85.0
0.045,0.255,0.3,1605022134,15.0,85.0
0.03375,0.19125,0.225,1605022280,15.0,85.0
0.15,0.85,1.0,1605013122,15.0,85.0
0.1155,0.6545,0.77,1604969997,15.0,85.0
0.06,0.34,0.4,1604947607,15.0,85.0
0.21,1.19,1.4,1604947611,15.0,85.0
